"extension","force_f","retraction","force_r"
4392.175992,-8693.277672,4393.259434,-8731.824957
4392.291379,-8693.277672,4393.371343,-8731.824957
4392.406752,-8687.191258,4393.483242,-8727.767348
4392.52211,-8683.133649,4393.59513,-8729.796153
4392.637453,-8683.133649,4393.707008,-8725.738544
4392.752781,-8681.104845,4393.818874,-8725.738544
4392.868095,-8681.104845,4393.930729,-8727.767348
4392.983394,-8677.047236,4394.042574,-8729.796153
4393.098678,-8681.104845,4394.154408,-8731.824957
4393.213948,-8679.076041,4394.266231,-8735.882566
4393.329202,-8683.133649,4394.378043,-8739.940175
4393.444443,-8687.191258,4394.489845,-8737.911371
4393.559668,-8691.248867,4394.601636,-8741.96898
4393.674879,-8687.191258,4394.713416,-8743.997784
4393.790075,-8691.248867,4394.825185,-8748.055393
4393.905256,-8691.248867,4394.936944,-8746.026589
4394.020423,-8691.248867,4395.048691,-8743.997784
4394.135575,-8693.277672,4395.160429,-8746.026589
4394.250713,-8685.162454,4395.272155,-8746.026589
4394.365836,-8687.191258,4395.383871,-8741.96898
4394.480944,-8685.162454,4395.495576,-8743.997784
4394.596038,-8685.162454,4395.60727,-8737.911371
4394.711118,-8681.104845,4395.718954,-8741.96898
4394.826182,-8675.018432,4395.830627,-8735.882566
4394.941233,-8675.018432,4395.942289,-8733.853762
4395.056268,-8672.989627,4396.053941,-8735.882566
4395.17129,-8666.903214,4396.165582,-8737.911371
4395.286296,-8668.932018,4396.277213,-8735.882566
4395.401288,-8664.874409,4396.388833,-8735.882566
4395.516266,-8670.960823,4396.500442,-8739.940175
4395.631229,-8668.932018,4396.612041,-8739.940175
4395.746178,-8675.018432,4396.723629,-8741.96898
4395.861113,-8679.076041,4396.835207,-8743.997784
4395.976033,-8681.104845,4396.946774,-8746.026589
4396.090938,-8681.104845,4397.058331,-8748.055393
4396.205829,-8685.162454,4397.169877,-8748.055393
4396.320706,-8687.191258,4397.281412,-8748.055393
4396.435568,-8687.191258,4397.392937,-8746.026589
4396.550416,-8693.277672,4397.504452,-8743.997784
4396.66525,-8693.277672,4397.615956,-8741.96898
4396.780069,-8695.306476,4397.727449,-8737.911371
4396.894874,-8695.306476,4397.838932,-8735.882566
4397.009665,-8695.306476,4397.950405,-8735.882566
4397.124441,-8693.277672,4398.061867,-8733.853762
4397.239203,-8689.220063,4398.173319,-8733.853762
4397.35395,-8691.248867,4398.28476,-8727.767348
4397.468684,-8687.191258,4398.396191,-8725.738544
4397.583403,-8689.220063,4398.507611,-8721.680935
4397.698108,-8685.162454,4398.619021,-8721.680935
4397.812798,-8691.248867,4398.730421,-8721.680935
4397.927475,-8683.133649,4398.84181,-8719.65213
4398.042137,-8683.133649,4398.953189,-8719.65213
4398.156785,-8683.133649,4399.064558,-8719.65213
4398.271419,-8681.104845,4399.175916,-8719.65213
4398.386038,-8685.162454,4399.287264,-8721.680935
4398.500644,-8681.104845,4399.398601,-8721.680935
4398.615235,-8681.104845,4399.509928,-8727.767348
4398.729812,-8681.104845,4399.621245,-8727.767348
4398.844375,-8681.104845,4399.732552,-8733.853762
4398.958924,-8681.104845,4399.843848,-8735.882566
4399.073458,-8679.076041,4399.955134,-8737.911371
4399.187979,-8677.047236,4400.06641,-8737.911371
4399.302485,-8677.047236,4400.177676,-8737.911371
4399.416978,-8677.047236,4400.288931,-8741.96898
4399.531456,-8675.018432,4400.400176,-8737.911371
4399.64592,-8677.047236,4400.511411,-8739.940175
4399.76037,-8675.018432,4400.622635,-8735.882566
4399.874806,-8672.989627,4400.73385,-8735.882566
4399.989228,-8668.932018,4400.845054,-8737.911371
4400.103637,-8670.960823,4400.956248,-8739.940175
4400.218031,-8668.932018,4401.067431,-8743.997784
4400.332411,-8666.903214,4401.178605,-8746.026589
4400.446777,-8664.874409,4401.289769,-8746.026589
4400.561129,-8664.874409,4401.400922,-8746.026589
4400.675467,-8664.874409,4401.512065,-8748.055393
4400.789791,-8668.932018,4401.623198,-8748.055393
4400.904102,-8662.845605,4401.734321,-8754.141807
4401.018398,-8664.874409,4401.845434,-8752.113002
4401.132681,-8668.932018,4401.956537,-8754.141807
4401.246949,-8668.932018,4402.067629,-8752.113002
4401.361204,-8668.932018,4402.178712,-8750.084198
